tStartMs,180
dDurationMs,6660
segs,"[{'utf8': 'The Earth is a gigantic ball of semi-molten rock,\xa0\nwith a heart of iron as hot as the surface of the\xa0\xa0'}]"
tStartMs,6840
dDurationMs,5220
segs,[{'utf8': 'Sun. Titanic amounts of heat left over from its\xa0\nbirth and the radioactive decay of trillions of\xa0\xa0'}]
tStartMs,12060
dDurationMs,6000
segs,[{'utf8': 'tons of radioactive elements find no escape\xa0\nbut up. Currents of rock spanning thousands\xa0\xa0'}]
tStartMs,18060
dDurationMs,6120
segs,[{'utf8': 'of kilometers carry this energy to the surface.\xa0\nEarth’s crust is the only thing in their way.\xa0\xa0'}]
tStartMs,24180
dDurationMs,6900
segs,"[{'utf8': 'It feels solid to us, but it is only a fragile\xa0\nbarrier, an apple skin around a flaming behemoth.\xa0\xa0'}]"
tStartMs,31740
dDurationMs,4740
segs,[{'utf8': 'True apocalypses can break through\xa0\nand unleash eruptions tens of times\xa0\xa0'}]
tStartMs,36480
dDurationMs,4740
segs,"[{'utf8': 'more powerful than all of our nuclear weapons\xa0\ncombined, subjecting the climate to centuries\xa0\xa0'}]"
tStartMs,41220
dDurationMs,5340
segs,"[{'utf8': 'worth of change in a single year, while\xa0\ndrowning continents in toxic ash and gases:\xa0\xa0'}]"
tStartMs,47160
dDurationMs,5940
segs,[{'utf8': 'supervolcanoes. How big can they get?\xa0\nAnd will they put an end to humanity?'}]
tStartMs,60840
dDurationMs,2640
segs,[{'utf8': 'Volcanoes'}]
tStartMs,64140
dDurationMs,4320
segs,"[{'utf8': 'There are many types of volcanos,\xa0\nfrom towering mountains to lava domes,\xa0\xa0'}]"
tStartMs,68460
dDurationMs,2460
segs,[{'utf8': 'but they have two main sources:'}]
tStartMs,70920
dDurationMs,5220
segs,"[{'utf8': 'The first is at the boundaries between tectonic\xa0\nplates, the pieces of the crust that cover the\xa0\xa0'}]"
tStartMs,76140
dDurationMs,5460
segs,"[{'utf8': 'Earth like a giant jigsaw puzzle. There are seven\xa0\nmajor tectonic plates and dozens of smaller ones,\xa0\xa0'}]"
tStartMs,81600
dDurationMs,5160
segs,"[{'utf8': 'drifting against each other at up\xa0\nto 15 cm per year. This sounds slow,\xa0\xa0'}]"
tStartMs,86760
dDurationMs,4920
segs,[{'utf8': 'but on geological timescales it is a\xa0\ntitanic struggle over who gets to stay\xa0\xa0'}]
tStartMs,91680
dDurationMs,4800
segs,[{'utf8': 'on the surface. The winning plate crumples\xa0\ninto a new mountain range while the loser\xa0\xa0'}]
tStartMs,96480
dDurationMs,6360
segs,"[{'utf8': 'is shoved underneath, into an ocean of\xa0\nhot rock at1300°Ct: The asthenosphere.'}]"
tStartMs,103500
dDurationMs,3060
segs,"[{'utf8': 'The temperature here is enough\xa0\nto melt rock into a liquid,\xa0\xa0'}]"
tStartMs,106560
dDurationMs,4560
segs,[{'utf8': 'but the insane pressures of all that\xa0\nmass keep it a superheated solid.'}]
tStartMs,111120
dDurationMs,4440
segs,[{'utf8': 'Tectonic plates are usually in contact\xa0\nwith water for thousands of years and\xa0\xa0'}]
tStartMs,115560
dDurationMs,3600
segs,"[{'utf8': 'absorb some of it. When they are\xa0\nsubmerged into the hot underworld,\xa0\xa0'}]"
tStartMs,119160
dDurationMs,5220
segs,[{'utf8': 'this water triggers chemical transformations\xa0\nthat allow tiny portions to melt into magma.\xa0\xa0'}]
tStartMs,124980
dDurationMs,5280
segs,"[{'utf8': 'Liquid magma is less dense than solid rock,\xa0\nso it rises to the surface in furious bubbles\xa0\xa0'}]"
tStartMs,130260
dDurationMs,5820
segs,"[{'utf8': 'that accumulate in sponge-like reservoirs right\xa0\nunder the crust. If enough magma accumulates,\xa0\xa0'}]"
tStartMs,136080
dDurationMs,6660
segs,[{'utf8': 'it becomes powerful enough to pierce through the\xa0\ncrust – which we experience as volcanoes. This\xa0\xa0'}]
tStartMs,142740
dDurationMs,4860
segs,"[{'utf8': 'happens under the winning plate, like a revenge\xa0\nattack by the loser before it is erased forever.'}]"
tStartMs,148380
dDurationMs,6000
segs,[{'utf8': 'The second main source of volcanoes are thought to\xa0\nbe mantle plumes. These are columns of abnormally\xa0\xa0'}]
tStartMs,154380
dDurationMs,5760
segs,[{'utf8': 'hot rock that rise all the way from the planet’s\xa0\ncore-mantle boundary to the surface. Much less is\xa0\xa0'}]
tStartMs,160140
dDurationMs,4560
segs,"[{'utf8': 'known about them, but in a way it is as if the\xa0\nEarth’s mantle has weather patterns and mantle\xa0\xa0'}]"
tStartMs,164700
dDurationMs,6000
segs,[{'utf8': 'plumes are a little like hot air rising to form\xa0\nstorm clouds. Storms hundreds of millions of\xa0\xa0'}]
tStartMs,170700
dDurationMs,4080
segs,"[{'utf8': 'years old, made of rock circulating at\xa0\na rate of a few millimetres per month.\xa0\xa0'}]"
tStartMs,175380
dDurationMs,4680
segs,"[{'utf8': 'They don’t care about the motion of tectonic\xa0\nplates, so they can break the crust to create\xa0\xa0'}]"
tStartMs,180060
dDurationMs,5100
segs,[{'utf8': 'volcanoes in the middle of nowhere that stubbornly\xa0\nstay active as the crust shifts around them.'}]
tStartMs,185820
dDurationMs,1500
segs,[{'utf8': 'The volcanic boom-meter'}]
tStartMs,187920
dDurationMs,4440
segs,[{'utf8': 'Scientists love to put big booms on a\xa0\nscale and came up with a logarithmic\xa0\xa0'}]
tStartMs,192360
dDurationMs,5580
segs,"[{'utf8': 'scale that measures the volume ejected during\xa0\nan eruption: The Volcanic Explosivity Index,\xa0\xa0'}]"
tStartMs,197940
dDurationMs,6060
segs,"[{'utf8': 'or VEI. Simply put, it starts really\xa0\nsmall and gets very big very quickly.'}]"
tStartMs,204900
dDurationMs,5640
segs,[{'utf8': 'A VEI 2 eruption would fill four hundred\xa0\nfull Olympic swimming pools with lava.\xa0\xa0'}]
tStartMs,210540
dDurationMs,2040
segs,[{'utf8': 'We have around 10 of these per year.'}]
tStartMs,213180
dDurationMs,3600
segs,"[{'utf8': 'At VEI 3 we already see devastating effects,\xa0\xa0'}]"
tStartMs,216780
dDurationMs,5700
segs,[{'utf8': 'like the eruption of the Semeru volcano in 2021\xa0\nthat destroyed thousands of homes in Indonesia.'}]
tStartMs,223080
dDurationMs,6600
segs,"[{'utf8': 'At VEI 5, we see catastrophic amounts of\xa0\nmaterials, cubic kilometers of debris, equivalent\xa0\xa0'}]"
tStartMs,229680
dDurationMs,5940
segs,[{'utf8': 'to an entire lake of molten rock blasted into\xa0\nthe air. Like the 2022 Hunga Tonga-Hunga Ha’apai\xa0\xa0'}]
tStartMs,235620
dDurationMs,5040
segs,[{'utf8': 'eruption that sent a shockwave around the globe\xa0\nmany times and created ocean-wide tsunamis.'}]
tStartMs,241440
dDurationMs,7680
segs,"[{'utf8': 'At a VEI of 6, an eruption can change the world.\xa0\nIn 1883, the Indonesian island volcano Krakatoa\xa0\xa0'}]"
tStartMs,249120
dDurationMs,5700
segs,"[{'utf8': 'erupted nearly continuously over the course of\xa0\n5 months. One of those eruptions blew it apart,\xa0\xa0'}]"
tStartMs,254820
dDurationMs,2580
segs,"[{'utf8': 'producing the loudest sound recorded in history,\xa0\xa0'}]"
tStartMs,257400
dDurationMs,4800
segs,"[{'utf8': '10 trillion times louder than a rocket\xa0\ntaking off, heard halfway around the world.\xa0\xa0'}]"
tStartMs,263400
dDurationMs,6180
segs,[{'utf8': '30m high tsunamis swept away nearby populations\xa0\nand so much gas and ash were released that\xa0\xa0'}]
tStartMs,269580
dDurationMs,6900
segs,[{'utf8': 'global temperatures cooled by nearly 0.5°C.\xa0\nRed dusty sunsets followed for many years.'}]
tStartMs,277500
dDurationMs,5040
segs,"[{'utf8': 'At VEI 7, we get Super-Colossal\xa0\neruptions, millennium-defining\xa0\xa0'}]"
tStartMs,282540
dDurationMs,3660
segs,[{'utf8': 'events that human civilization has\xa0\nonly encountered a handful of times.\xa0\xa0'}]
tStartMs,286920
dDurationMs,7320
segs,[{'utf8': 'Mount Tambora was a 4300m high mountain\xa0\nuntil it exploded in 1815 and released 400\xa0\xa0'}]
tStartMs,294240
dDurationMs,5880
segs,[{'utf8': 'times more energy than the Tsar Bomba.\xa0\n140 billion tons of ash and dust were\xa0\xa0'}]
tStartMs,300120
dDurationMs,4920
segs,"[{'utf8': 'shot halfway to space before smothering the\xa0\nworld’s skies, turning them a sickly yellow.\xa0\xa0'}]"
tStartMs,305640
dDurationMs,5400
segs,"[{'utf8': 'There was no summer the following year, crops\xa0\ndied and over a hundred thousand people perished.'}]"
tStartMs,311580
dDurationMs,4860
segs,"[{'utf8': 'This is the dreadful potential of volcanic\xa0\neruptions, with famines across the other\xa0\xa0'}]"
tStartMs,316440
dDurationMs,4320
segs,[{'utf8': 'side of the world and even centuries-long\xa0\ncold periods being attributed to them.'}]
tStartMs,321600
dDurationMs,2520
segs,[{'utf8': 'Ok. But what is a supervolcano?'}]
tStartMs,324780
dDurationMs,6120
segs,[{'utf8': 'The term “Super volcano” is a media invention\xa0\nand not a scientific term. The main issue with\xa0\xa0'}]
tStartMs,330900
dDurationMs,4020
segs,[{'utf8': 'them is that not every eruption from\xa0\na supervolcano is a super eruption.'}]
tStartMs,335580
dDurationMs,4440
segs,[{'utf8': 'What makes super volcanoes special is that\xa0\nthey have been waiting to erupt for hundreds\xa0\xa0'}]
tStartMs,340020
dDurationMs,5220
segs,"[{'utf8': 'of thousands of years. Pressure builds up in\xa0\ncolossal magma reservoirs several kilometers deep,\xa0\xa0'}]"
tStartMs,345240
dDurationMs,4020
segs,[{'utf8': 'until it becomes strong enough to lift\xa0\nthe rock above it by several meters.\xa0\xa0'}]
tStartMs,349260
dDurationMs,5880
segs,"[{'utf8': 'Rocks crack under the pressure, until they finally\xa0\ngive way and billions of tons of gas and ash blast\xa0\xa0'}]"
tStartMs,355140
dDurationMs,5820
segs,[{'utf8': 'out at supersonic speed. An insane explosion\xa0\nof at least a thousand cubic kilometers that\xa0\xa0'}]
tStartMs,360960
dDurationMs,5940
segs,"[{'utf8': 'impacts every corner of the globe. And yet, that\xa0\nis only a small portion of the magma reservoir.'}]"
tStartMs,367620
dDurationMs,5040
segs,[{'utf8': 'Super eruptions are like a boiling pot of water\xa0\npopping its lid off and spilling a bit off the\xa0\xa0'}]
tStartMs,372660
dDurationMs,4800
segs,"[{'utf8': 'top. Afterwards the ground collapses into\xa0\nthe void left behind, forming a hole called\xa0\xa0'}]"
tStartMs,377460
dDurationMs,5400
segs,"[{'utf8': 'a caldera. Under this caldera, pressure starts\xa0\nbuilding again until the volcano gathers enough\xa0\xa0'}]"
tStartMs,382860
dDurationMs,4620
segs,[{'utf8': 'energy for another supereruption – but this\xa0\ncould take hundreds of thousands of years.'}]
tStartMs,388140
dDurationMs,3900
segs,[{'utf8': 'It is estimated that one of the few\xa0\nvolcanoes capable of supereruptions\xa0\xa0'}]
tStartMs,392040
dDurationMs,2700
segs,[{'utf8': 'on Earth could cause a catastrophic eruption every\xa0\xa0'}]
tStartMs,395520
dDurationMs,5220
segs,"[{'utf8': '17,000 years on average. That would make them far\xa0\nmore frequent than comparable asteroid impacts..'}]"
tStartMs,400740
dDurationMs,6480
segs,"[{'utf8': 'The most recent super-eruption is the Oruanui\xa0\neruption 26,500 years ago in New Zealand.\xa0\xa0'}]"
tStartMs,408000
dDurationMs,6060
segs,"[{'utf8': 'With the force of dozens of billions of tons of\xa0\nTNT, a Mount Everest- sized pile of explosives,\xa0\xa0'}]"
tStartMs,414060
dDurationMs,4320
segs,[{'utf8': 'a huge portion of the landscape was\xa0\nscooped out and thrown into the atmosphere.\xa0\xa0'}]
tStartMs,419280
dDurationMs,5280
segs,[{'utf8': 'It left behind a caldera spanning 20km and\xa0\nit caused the entire Southern Hemisphere\xa0\xa0'}]
tStartMs,424560
dDurationMs,5640
segs,"[{'utf8': 'to undergo a period of abrupt cooling. Though\xa0\namong super-eruptions, it is a mere firework.'}]"
tStartMs,430800
dDurationMs,4800
segs,"[{'utf8': 'The Lake Toba eruption of 74,000 years ago\xa0\nwas a much more significant turning point\xa0\xa0'}]"
tStartMs,435600
dDurationMs,7200
segs,"[{'utf8': 'in history. It released a gargantuan 5300 cubic\xa0\nkilometers of material, enough to blanket parts\xa0\xa0'}]"
tStartMs,442800
dDurationMs,6360
segs,[{'utf8': 'of South Asia in 15 cm of ash and trigger\xa0\na rapid 4°C drop in global temperatures.\xa0\xa0'}]
tStartMs,449700
dDurationMs,5160
segs,"[{'utf8': 'It’s possible that the volcanic winter lasted\xa0\nten years, followed by worldwide droughts for\xa0\xa0'}]"
tStartMs,454860
dDurationMs,4500
segs,[{'utf8': 'centuries. Earth’s climate might have\xa0\nnot recovered for a thousand years.'}]
tStartMs,460500
dDurationMs,3780
segs,"[{'utf8': 'The largest volcanic events we know\xa0\nof were not really huge explosions,\xa0\xa0'}]"
tStartMs,464280
dDurationMs,6300
segs,[{'utf8': 'but floods of millions of cubic kilometers of\xa0\nlava. The grand finale were the Siberian Traps\xa0\xa0'}]
tStartMs,470580
dDurationMs,5220
segs,"[{'utf8': 'around 250 million years ago, a continuous\xa0\nrelease of lava for two million years.\xa0\xa0'}]"
tStartMs,476400
dDurationMs,5400
segs,"[{'utf8': 'They raised the ocean temperatures to over 40°C,\xa0\nwhich caused the Permian–Triassic extinction,\xa0\xa0'}]"
tStartMs,481800
dDurationMs,7680
segs,[{'utf8': 'killing over 90% of all species. Earth’s surface\xa0\nneeded 9 million years to recover. These sorts\xa0\xa0'}]
tStartMs,489480
dDurationMs,4860
segs,"[{'utf8': 'of eruptions don’t change the climate:\xa0\nthey are the climate. But thankfully,\xa0\xa0'}]"
tStartMs,494340
dDurationMs,4740
segs,[{'utf8': 'we haven’t seen anything even remotely close\xa0\nto that scale in many millions of years.'}]
tStartMs,500040
dDurationMs,6420
segs,[{'utf8': 'So. Should you be scared of super-volcanoes?\xa0\nDefinitely not. They’ve been used to frighten\xa0\xa0'}]
tStartMs,506460
dDurationMs,6000
segs,"[{'utf8': 'many people and are overhyped as an unavoidable\xa0\napocalypse. The most famous one, Yellowstone,\xa0\xa0'}]"
tStartMs,512460
dDurationMs,3600
segs,"[{'utf8': 'will erupt again, but they will\xa0\nbe relatively small eruptions.\xa0\xa0'}]"
tStartMs,516720
dDurationMs,6080
segs,"[{'utf8': 'Natural disasters for sure, but not enough to\xa0\ndevastate the US or come close to ending humanity.'}]"
tStartMs,522800
dDurationMs,5620
segs,[{'utf8': 'The chance of a VEI 8 eruption in the\xa0\nnext few hundred years is less than 2%\xa0\xa0'}]
tStartMs,528420
dDurationMs,3480
segs,"[{'utf8': 'and more importantly, it would\xa0\nnot come as a sudden surprise.\xa0\xa0'}]"
tStartMs,532620
dDurationMs,3780
segs,"[{'utf8': 'However, less powerful but more\xa0\nfrequent eruptions can also do\xa0\xa0'}]"
tStartMs,536400
dDurationMs,4560
segs,[{'utf8': 'serious damage to our civilizations and\xa0\nare in many ways a much greater concern.'}]
tStartMs,541500
dDurationMs,4860
segs,"[{'utf8': 'So we must watch for slow changes in\xa0\nmagma reservoirs, like ground swelling\xa0\xa0'}]"
tStartMs,546360
dDurationMs,4020
segs,"[{'utf8': 'and temperature increases, to get an early\xa0\nwarning that can save the lives of people\xa0\xa0'}]"
tStartMs,550380
dDurationMs,6540
segs,[{'utf8': 'living the closest to a volcano. And there’s time\xa0\nto develop solutions that can remove sulfur and\xa0\xa0'}]
tStartMs,556920
dDurationMs,4440
segs,[{'utf8': 'ash from the stratosphere to eliminate the root\xa0\ncause of the climate disruption we’ve seen from\xa0\xa0'}]
tStartMs,561360
dDurationMs,5400
segs,"[{'utf8': 'previous eruptions. Who knows, maybe we’ll even\xa0\nbe able to turn this force of destruction into\xa0\xa0'}]"
tStartMs,566760
dDurationMs,5400
segs,[{'utf8': 'an agent for good by exploiting the geothermal\xa0\nenergy held in their giant magma reservoirs.'}]
tStartMs,572700
dDurationMs,4680
segs,[{'utf8': 'We’ve done this work for so many other disasters\xa0\nand we are already doing things we could only\xa0\xa0'}]
tStartMs,577380
dDurationMs,5460
segs,"[{'utf8': 'have dreamed about decades ago, like sending a\xa0\nprobe to perform our first asteroid redirection\xa0\xa0'}]"
tStartMs,582840
dDurationMs,7620
segs,"[{'utf8': 'test. With determination, humanity really\xa0\ncan solve anything. So while deep below us\xa0\xa0'}]"
tStartMs,590460
dDurationMs,5280
segs,"[{'utf8': 'an angry hell is churning and waiting for\xa0\nits moment, you can sleep well tonight.'}]"
tStartMs,599460
dDurationMs,4860
segs,"[{'utf8': 'Learning how we can get ahead of catastrophes like\xa0\nclimate change and supervolcanoes is interesting,\xa0\xa0'}]"
tStartMs,604320
dDurationMs,4440
segs,[{'utf8': 'but can also be challenging. Maybe you still\xa0\nfeel like you don’t really understand how\xa0\xa0'}]
tStartMs,608760
dDurationMs,5460
segs,[{'utf8': 'most of the science behind it works. And on\xa0\nyour own it seems too hard to dig deeper.'}]
tStartMs,614220
dDurationMs,4920
segs,"[{'utf8': 'To solve this, we’ve collaborated with our\xa0\nfriends from Brilliant to create a series of\xa0\xa0'}]"
tStartMs,619140
dDurationMs,5220
segs,[{'utf8': 'lessons to build your understanding of fundamental\xa0\nscience — by exploring fascinating insights from\xa0\xa0'}]
tStartMs,624360
dDurationMs,4620
segs,"[{'utf8': 'our most popular videos, on topics like black\xa0\nholes, the size of life, and climate change.'}]"
tStartMs,628980
dDurationMs,4680
segs,[{'utf8': 'Brilliant is an interactive learning\xa0\ntool that makes science accessible with\xa0\xa0'}]
tStartMs,633660
dDurationMs,4260
segs,"[{'utf8': 'a hands-on approach. Because we know that\xa0\nto really learn something, you’ve got to do\xa0\xa0'}]"
tStartMs,637920
dDurationMs,4680
segs,[{'utf8': 'it. Think of each lesson as a one-on-one\xa0\ndeep-dive version of a Kurzgesagt video.'}]
tStartMs,642600
dDurationMs,4560
segs,"[{'utf8': 'In our latest lessons, you’ll discover the\xa0\nmechanisms that drive climate change and\xa0\xa0'}]"
tStartMs,647160
dDurationMs,4200
segs,[{'utf8': 'use them to understand the impact of\xa0\nsupervolcanoes on our global climate.'}]
tStartMs,651360
dDurationMs,3180
segs,"[{'utf8': 'Beyond new Kurzgesagt lessons regularly released,\xa0\xa0'}]"
tStartMs,654540
dDurationMs,5280
segs,[{'utf8': 'Brilliant has thousands of lessons for members\xa0\nto explore—from math-based topics like algebra\xa0\xa0'}]
tStartMs,659820
dDurationMs,4080
segs,[{'utf8': 'and probability to the concepts behind\xa0\nmachine learning and quantum computing.\xa0\xa0'}]
tStartMs,663900
dDurationMs,4380
segs,"[{'utf8': 'With new releases each month, you’ll\xa0\nalways find something fascinating to learn.'}]"
tStartMs,668280
dDurationMs,6300
segs,"[{'utf8': 'To get hands-on with Kurzgesagt lessons now, go\xa0\nto Brilliant.org/nutshell and sign up for free.\xa0\xa0'}]"
tStartMs,674580
dDurationMs,4500
segs,"[{'utf8': 'And with a free trial of Brilliant Premium,\xa0\nyou can explore everything Brilliant has to\xa0\xa0'}]"
tStartMs,679080
dDurationMs,5100
segs,[{'utf8': 'offer. There’s even an extra perk for Kurzgesagt\xa0\nviewers: the first 200 people to use the link\xa0\xa0'}]
tStartMs,684180
dDurationMs,4620
segs,"[{'utf8': 'get 20% off their annual membership, which\xa0\nunlocks all of Brilliant’s courses in math,\xa0\xa0'}]"
tStartMs,688800
dDurationMs,4080
segs,"[{'utf8': 'science, and computer science.\n \nWe love to go down a rabbit hole\xa0\xa0'}]"
tStartMs,692880
dDurationMs,3960
segs,[{'utf8': 'with our research – Brilliant will take\xa0\nyou by the hand to come along on the ride.'}]
